date_time_respond,age,nationality,country workplace,working abroad,continent,gender,marital status,qualification,institution,years of service,professional position,proportion coauthored,benefits_qualityofpaper,benefits_increaseinpublication,benefits_divisionlabour,benefits_mutualgain_expertise,benefits_knowcolleague,benefits_junior,benefits_mentorbysenior,benefits_international,benefits_sharing_researchcosts,benefits_multidisciplinary,benefits_largeinternational_crosscountry,benefits_furthernetworks,relationship_mentor_writepaper,relationship_mentor_collectdata,relationship_mentor_analyzing,relationship_mentor_designing,relationship_mentor_revising,relationship_mentor_reviewing,relationship_mentor_originalidea,relationship_colleague_writepaper,relationship_colleague_collectdata,relationship_colleague_analyzing,relationship_colleague_designing,relationship_colleague_revising,relationship_colleague_reviewing,relationship_colleague_originalidea,authororder_significantcontribution,authororder_alphabet_equalcontribution,authororder_alphabet_nosignificant,preference_nationality,preference_gender,preference_ethnicity,preference_higherrank,preference_equalacademicrank,preference_juniors,preference_department,preference_friends
11/12/2015 01:32,46 - 55,Portugal,USA,Yes,North America,Male,Married,Masters,University,More than 10 years,Associate Professor,About one-third,4,2,3,4,1,1,3,1,1,1,1,1,Very Important,Not Important,Not Important,Very Important,Very Important,Slightly Important,Not Important,Important,Not Important,Not Important,Important,Very Important,Slightly Important,Not Important,In none of my papers,In about one-third of my papers,In about one-third of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
11/12/2015 02:03,35 - 45,Germany,Germany,No,Europe,Female,Other,Masters,University,6 - 10 years,Senior Lecturer,About half,3,3,2,3,2,2,2,3,2,4,3,3,Important,Important,Important,Important,Important,Slightly Important,Important,Important,Slightly Important,Important,Important,Important,Slightly Important,Slightly Important,In about two-third of my papers,In about one-third of my papers,In very few of my papers,Most of the time,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Never
11/12/2015 03:04,35 - 45,USA,USA,No,North America,Male,Married,Masters,University,1 - 5 years,Associate Professor,Almost all papers,3,4,4,3,3,3,3,2,2,3,3,3,Very Important,Important,Very Important,Important,Important,Slightly Important,Important,Very Important,Important,Very Important,Important,Important,Slightly Important,Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time
11/12/2015 03:21,46 - 55,Cyprus,Cyprus,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,4,3,4,4,4,2,2,3,2,3,2,4,Very Important,Slightly Important,Important,Important,Very Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In none of my papers,In none of my papers,In all my papers,Sometimes,Always,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes
11/12/2015 03:23,35 - 45,USA,USA,No,North America,Female,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,4,4,2,3,3,1,3,1,1,1,1,1,Very Important,Slightly Important,Important,Important,Very Important,Important,Very Important,Very Important,Slightly Important,Important,Important,Very Important,Important,Very Important,In none of my papers,In all my papers,In none of my papers,Never,Never,Never,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes
11/12/2015 04:07,35 - 45,France,France,No,Europe,Male,Married,Masters,University,6 - 10 years,Professor,Almost all papers,2,2,3,3,2,3,1,3,2,2,1,3,Very Important,Important,Important,Very Important,Very Important,Important,Very Important,Important,Important,Important,Very Important,Very Important,Slightly Important,Very Important,In very few of my papers,In almost all my papers,In almost all my papers,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Most of the time
11/12/2015 04:23,35 - 45,Chile,Chile,No,South America,Male,Married,Masters,University,Less than 1 year,Assistant Professor,All papers,4,1,2,4,4,4,4,4,1,3,2,4,Very Important,Slightly Important,Important,Very Important,Important,Important,Important,Very Important,Slightly Important,Important,Important,Slightly Important,Important,Important,In almost all my papers,In none of my papers,In very few of my papers,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time
11/12/2015 04:58,less than 35,USA,USA,No,North America,Male,Single,Masters,University,1 - 5 years,Assistant Professor,All papers,3,3,4,3,2,2,2,2,1,4,3,3,Very Important,Important,Very Important,Important,Important,Important,Not Important,Very Important,Important,Very Important,Important,Important,Important,Not Important,In about two-third of my papers,In about one-third of my papers,In none of my papers,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes
11/12/2015 07:18,35 - 45,Australia,Australia,No,Oceania,Female,Married,Masters,University,6 - 10 years,Associate Professor,Almost all papers,4,2,4,4,2,4,1,3,2,4,3,1,Very Important,Very Important,Very Important,Very Important,Very Important,Slightly Important,Slightly Important,Very Important,Very Important,Very Important,Important,Very Important,Slightly Important,Slightly Important,In about half of my papers,In about two-third of my papers,In about one-third of my papers,Never,Never,Never,Sometimes,Never,Most of the time,Sometimes,Sometimes
11/12/2015 08:11,46 - 55,New Zealand,New Zealand,No,Oceania,Male,Married,Masters,University,More than 10 years,Associate Professor,About two-third,3,2,2,3,1,1,1,1,1,1,1,1,Important,Important,Important,Important,Important,Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,In very few of my papers,In none of my papers,In almost all my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes
11/12/2015 10:05,less than 35,Malaysia,Japan,Yes,Asia,Female,Single,PhD,University,1 - 5 years,Student,All papers,3,3,3,4,2,2,4,4,2,2,4,2,Important,Very Important,Very Important,Important,Important,Very Important,Important,Very Important,Very Important,Important,Important,Important,Important,Very Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Never,Most of the time,Sometimes,Never,Always,Never
11/12/2015 12:12,35 - 45,Japan,Japan,No,Asia,Male,Married,Masters,University,1 - 5 years,Assistant Professor,About half,4,3,2,3,2,2,2,3,4,3,2,4,Important,Not Important,Slightly Important,Important,Important,Very Important,Important,Important,Important,Important,Important,Important,Important,Important,In almost all my papers,In very few of my papers,In none of my papers,Never,Never,Sometimes,Never,Sometimes,Sometimes,Most of the time,Never
11/12/2015 12:59,less than 35,China,China,No,Asia,Female,Married,Masters,University,6 - 10 years,Associate Professor,Almost all papers,3,3,2,3,3,3,2,4,1,3,4,4,Important,Important,Slightly Important,Important,Very Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Important,Important,Important,Slightly Important,In all my papers,In none of my papers,In none of my papers,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Never
11/12/2015 14:11,35 - 45,Malaysia,Malaysia,No,Asia,Female,Married,Masters,University,More than 10 years,Senior Lecturer,All papers,3,3,2,3,3,3,3,3,3,3,3,3,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,Important,In almost all my papers,In about two-third of my papers,In none of my papers,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time
11/12/2015 14:31,56 and above,Russia,Russia,No,Asia,Female,Married,Other,University,More than 10 years,Professor,About two-third,4,3,3,4,1,2,4,4,2,1,3,3,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In almost all my papers,In very few of my papers,In none of my papers,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never
11/12/2015 14:38,35 - 45,Finland,Finland,No,Europe,Male,Married,Masters,University,1 - 5 years,Associate Professor,Almost all papers,4,2,3,4,4,3,2,4,1,2,2,1,Very Important,Slightly Important,Important,Important,Very Important,Slightly Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Most of the time
11/12/2015 16:18,56 and above,United Kingdom,United Kingdom,No,Europe,Male,Single,Masters,University,1 - 5 years,Professor,Almost all papers,3,1,2,3,3,3,1,1,1,3,1,2,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,In almost all my papers,In very few of my papers,In very few of my papers,Never,Never,Never,Never,Never,Never,Never,Never
11/12/2015 16:30,35 - 45,Italy,Italy,No,Europe,Male,Married,Masters,University,Less than 1 year,Professor,All papers,4,2,3,4,3,2,1,3,3,4,3,3,Important,Slightly Important,Important,Very Important,Very Important,Slightly Important,Slightly Important,Very Important,Important,Important,Slightly Important,Slightly Important,Important,Slightly Important,In very few of my papers,In almost all my papers,In very few of my papers,Most of the time,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always
11/12/2015 17:19,46 - 55,Finland,Finland,No,Europe,Male,Married,Masters,Research Institute,More than 10 years,Researcher/Scientist,Almost all papers,2,2,3,2,2,3,3,2,2,1,1,2,Important,Not Important,Important,Important,Slightly Important,Slightly Important,Important,Important,Slightly Important,Important,Important,Important,,Important,In none of my papers,In none of my papers,In all my papers,Never,Never,Never,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time
11/12/2015 18:04,56 and above,Germany,Luxembourg,Yes,Europe,Male,Married,PhD,Other,6 - 10 years,Other,About one-third,3,1,2,3,1,1,1,3,1,2,2,1,Slightly Important,Not Important,Not Important,Very Important,Important,Not Important,Very Important,Important,Important,Important,Very Important,Important,Slightly Important,Very Important,In very few of my papers,In about two-third of my papers,In about one-third of my papers,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes
11/12/2015 18:04,46 - 55,Greece,Greece,No,Europe,Male,Married,Masters,University,More than 10 years,Professor,About two-third,4,1,3,4,1,4,2,4,3,4,2,3,Important,Slightly Important,Important,Very Important,Very Important,Very Important,Important,Important,Slightly Important,Very Important,Very Important,Slightly Important,Very Important,Very Important,In about half of my papers,In about one-third of my papers,In very few of my papers,Never,Never,Never,Sometimes,Never,Most of the time,Sometimes,Sometimes
11/12/2015 18:04,less than 35,Malaysia,Malaysia,No,Asia,Male,Married,Masters,University,1 - 5 years,Senior Lecturer,Very few,4,3,2,3,2,1,1,2,1,2,2,3,Very Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,Not Important,Important,Important,Important,Slightly Important,Slightly Important,Slightly Important,Not Important,In all my papers,In none of my papers,In none of my papers,Always,Most of the time,Most of the time,Most of the time,Most of the time,Never,Sometimes,Most of the time
11/12/2015 18:08,35 - 45,Italy,Italy,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,About two-third,4,4,4,3,2,1,1,1,1,1,1,2,Very Important,Not Important,Not Important,Not Important,Very Important,Important,Very Important,Very Important,Not Important,Not Important,Not Important,Very Important,Important,Very Important,In very few of my papers,In almost all my papers,In none of my papers,Never,Never,Never,Never,Never,Sometimes,Sometimes,Most of the time
11/12/2015 18:47,56 and above,Netherlands,Netherlands,No,Europe,Male,Married,PhD,Other,6 - 10 years,Researcher/Scientist,Almost all papers,4,4,2,4,1,1,2,3,2,3,3,3,Important,Not Important,Slightly Important,Very Important,Very Important,Slightly Important,Very Important,Important,Not Important,Important,Important,Slightly Important,Important,Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,
11/12/2015 21:23,35 - 45,Spain,Spain,No,Europe,Male,Married,Masters,University,More than 10 years,Associate Professor,Almost all papers,3,2,4,4,3,3,3,3,3,3,2,3,Important,Slightly Important,Important,Very Important,Important,Important,Important,Important,Very Important,Very Important,Important,Slightly Important,Important,Important,In about half of my papers,In about half of my papers,In none of my papers,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes
11/12/2015 21:37,35 - 45,Hungary,Belgium,Yes,Europe,Female,Married,PhD,Other,1 - 5 years,Other,All papers,3,1,4,4,2,1,3,3,1,1,2,2,Very Important,Slightly Important,Very Important,Very Important,Very Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In all my papers,In none of my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Never,Sometimes
11/12/2015 21:53,35 - 45,Italy,Ireland,Yes,Europe,Female,Married,Masters,Research Institute,6 - 10 years,Researcher/Scientist,Almost all papers,4,2,3,2,2,3,3,3,2,4,3,2,Very Important,Slightly Important,Important,Very Important,Very Important,Important,Very Important,Important,Important,Important,Important,Important,Important,Slightly Important,In none of my papers,In about half of my papers,In about half of my papers,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes
11/12/2015 21:59,less than 35,Italy,Italy,No,Europe,Female,Married,Masters,University,1 - 5 years,Post Doc,All papers,3,2,2,4,4,1,3,3,2,2,2,3,Important,Important,Important,Important,Important,Slightly Important,Important,Important,Important,Important,Important,Important,Important,Very Important,In none of my papers,In none of my papers,In all my papers,Most of the time,Sometimes,Never,Most of the time,Sometimes,Never,Sometimes,Sometimes
11/12/2015 22:23,56 and above,United Kingdom,United Kingdom,No,Europe,Female,Married,Masters,University,More than 10 years,Professor,Almost all papers,4,3,3,4,3,4,2,3,3,3,3,3,Very Important,Important,Very Important,Important,Very Important,Important,Not Important,Very Important,Important,Very Important,Important,Very Important,Important,Not Important,In very few of my papers,In almost all my papers,In none of my papers,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes
